TTO;N;P;B;PL;SDT;FC;R;CCI;CCI.R;CCI.I;FC.R;FC.I
0.0N/0.6P;0.0N;0.6P;3;238;25;0,761;4;11,6;11,6;FALSO;0,761;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,739;1;43;18,8;VERDADERO;0,739;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,677;2;21,5;21,5;FALSO;0,677;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,788;3;11,6;11,6;FALSO;0,788;FALSO
0.0N/0.6P;0.0N;0.6P;3;240;25;0,75;4;10,3;10,3;FALSO;0,75;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,68;1;13;13;FALSO;0,68;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,74;2;6,2;6,2;FALSO;0,74;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,753;3;12,3;12,3;FALSO;0,753;FALSO
1.1N/0.6P;1.1N;0.6P;3;244;25;0,785;4;12,7;12,7;FALSO;0,785;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,738;1;39,5;39,5;FALSO;0,738;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,684;2;19;19;FALSO;0,684;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,578;3;28,7;28,7;FALSO;0,578;FALSO
1.1N/0.6P;1.1N;0.6P;3;247;25;0,647;4;30,9;30,9;FALSO;0,647;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,746;1;20,8;20,8;FALSO;0,746;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,567;2;24,8;24,8;FALSO;0,567;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,486;3;25,2;25,2;FALSO;0,486;FALSO
2.5N/0.6P;2.5N;0.6P;3;257;25;0,393;4;19,8;19,8;FALSO;0,7265;VERDADERO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,259;1;15,6;15,6;FALSO;0,7265;VERDADERO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,714;2;13,4;13,4;FALSO;0,714;FALSO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,635;3;19,8;19,8;FALSO;0,635;FALSO
2.5N/0.6P;2.5N;0.6P;3;264;25;0,522;4;21,5;21,5;FALSO;0,522;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,75;1;12,8;12,8;FALSO;0,75;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,792;2;6,9;6,9;FALSO;0,792;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,853;3;10,2;10,2;FALSO;0,853;FALSO
0.0N/1.2P;0.0N;1.2P;3;267;25;0,81;4;21,5;21,5;FALSO;0,81;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,787;1;19,9;19,9;FALSO;0,787;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,745;2;13;13;FALSO;0,745;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,826;3;11,3;11,3;FALSO;0,826;FALSO
0.0N/1.2P;0.0N;1.2P;3;271;25;0,773;4;19,8;19,8;FALSO;0,773;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,679;1;37,4;37,4;FALSO;0,679;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,714;2;34,7;34,7;FALSO;0,714;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,778;3;34,6;34,6;FALSO;0,778;FALSO
1.1N/1.2P;1.1N;1.2P;3;277;25;0,8;4;43;24,95;VERDADERO;0,8;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,594;1;18,4;18,4;FALSO;0,594;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,529;2;24,5;24,5;FALSO;0,529;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,452;3;17,1;17,1;FALSO;0,452;FALSO
1.8N/1.2P;1.8N;1.2P;3;287;25;0,758;4;21,4;21,4;FALSO;0,758;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,797;1;28,1;28,1;FALSO;0,797;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,769;2;25,3;25,3;FALSO;0,769;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,779;3;26,5;26,5;FALSO;0,779;FALSO
1.1N/1.2P;1.1N;1.2P;3;298;25;0,736;4;22,5;22,5;FALSO;0,736;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,698;1;12,5;12,5;FALSO;0,698;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,543;2;15,5;15,5;FALSO;0,543;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,634;3;19,8;19,8;FALSO;0,634;FALSO
1.8N/1.2P;1.8N;1.2P;3;299;25;0,704;4;19,8;19,8;FALSO;0,704;FALSO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,4;1;27,4;27,4;FALSO;0,735;VERDADERO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,807;2;26,8;26,8;FALSO;0,807;FALSO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,761;3;34;34;FALSO;0,761;FALSO
2.5N/1.2P;2.5N;1.2P;3;300;25;0,812;4;25,9;25,9;FALSO;0,812;FALSO
